Id,SalePrice
1461,102303.80904406073
1462,150365.99230876373
1463,168217.6421460865
1464,185564.41820700208
1465,220160.1186820693
1466,170031.7947244732
1467,185024.78689826303
1468,165991.47426678063
1469,185288.47476444233
1470,117576.0099657639
1471,172700.0161472133
1472,100460.74102186033
1473,90294.54389786375
1474,141976.16088289957
1475,110538.47362696995
1476,347113.81875463
1477,280939.4298880836
1478,290377.28080122656
1479,295780.43632292084
1480,413151.8343982972
1481,316049.7319555735
1482,230297.69862785024
1483,164546.5559448132
1484,163929.50156825868
1485,201971.6378781579
1486,196262.18751429638
1487,326669.9566906561
1488,240984.40146246686
1489,197862.94821429084
1490,218749.1259866562
1491,197693.12011104284
1492,92564.69301750361
1493,196166.88323789276
1494,292868.16877590684
1495,290605.5846458151
1496,213166.40734604426
1497,167447.15557535898
1498,154182.19853721402
1499,162142.19246636858
1500,155191.53682302285
1501,165962.8877528405
1502,155905.74955538
1503,283120.1440258438
1504,247191.73155764904
1505,226595.13544926577
1506,181333.44769049753
1507,220768.07738355873
1508,187004.68043179906
1509,150384.86682918356
1510,148601.46430237152
1511,141359.96746851254
1512,162360.31884905757
1513,158096.48964501556
1514,154258.2512153329
1515,186288.5274752068
1516,143403.63556715625
1517,160743.13852793066
1518,119437.8398162247
1519,216207.70348958776
1520,126630.23549710997
1521,120665.31440070404
1522,180829.9515218742
1523,98397.88781804808
1524,100346.97016547067
1525,106123.49348467187
1526,101353.04978047423
1527,104455.90799217536
1528,141666.26922141796
1529,141909.5688465919
1530,200827.477885533
1531,130887.97360336741
1532,90961.68586827088
1533,123110.41645565323
1534,123859.98864917787
1535,133215.69649863357
1536,97796.18844384485
1537,75823.6956802797
1538,161676.62497221027
1539,191634.64776664265
1540,106098.32941478837
1541,135264.82876813962
1542,121101.53006798612
1543,183831.0373609414
1544,78080.25223275865
1545,112092.3858145217
1546,131680.33095658247
1547,119186.22343170398
1548,121910.25343130015
1549,119723.44488420068
1550,128237.35209366372
1551,114046.46372158891
1552,128607.11092167275
1553,138882.294798571
1554,117353.0876543793
1555,151991.18911134385
1556,114250.80125681496
1557,100286.63538891316
1558,111556.10997514226
1559,91766.92992828027
1560,119959.75475794761
1561,120706.0435130249
1562,121551.2154149138
1563,116345.47731391517
1564,143686.45263004384
1565,144979.88002307678
1566,227941.9125823522
1567,84090.44267343251
1568,237738.63264265846
1569,120811.07575217572
1570,140267.48345886767
1571,117148.71983941035
1572,138465.92771016477
1573,242197.93306045068
1574,134738.59652230644
1575,219064.30985975786
1576,239359.71219086234
1577,179453.78337820846
1578,158519.49386809973
1579,146407.57165047273
1580,199988.3993955335
1581,153346.8600335335
1582,125715.68653178477
1583,292648.99883551686
1584,219673.3940211586
1585,136687.3812649165
1586,78159.59251461014
1587,103437.07441364173
1588,142183.8576207281
1589,107210.43176255049
1590,134203.93129960995
1591,82506.71571779666
1592,124477.63852014187
1593,134161.94737912258
1594,112234.94529360812
1595,117455.75365556678
1596,234351.29400675613
1597,186776.79752361574
1598,232831.15052356006
1599,156865.3951115451
1600,156390.24935012136
1601,56410.475185974436
1602,120244.88113478887
1603,81363.26401279653
1604,240619.29215202635
1605,240074.2717076488
1606,166721.5141429195
1607,164156.73024231073
1608,221760.4529515174
1609,196480.60161344172
1610,161996.4938122684
1611,143833.30909387872
1612,153221.6058629989
1613,166452.4707645966
1614,117977.16618299224
1615,76779.08403869394
1616,71810.38279098674
1617,84283.29798615552
1618,116338.37435071018
1619,139428.63813324238
1620,174741.25350674597
1621,130055.1563047765
1622,139865.30726367733
1623,247831.10228732665
1624,202054.90063011216
1625,116037.49751743687
1626,180154.79882080894
1627,183895.59154050073
1628,260496.08819993553
1629,190229.68843938338
1630,334528.51649306144
1631,266224.31166895543
1632,257953.4092167985
1633,193403.75684946458
1634,182992.61148113065
1635,176331.08757968713
1636,154700.004241924
1637,175562.67971355762
1638,197279.51870169965
1639,183617.83223238998
1640,230173.17296113956
1641,179118.73448489665
1642,226222.08950097722
1643,224118.66582819883
1644,231606.13653722187
1645,194693.03017300845
1646,162633.9394450366
1647,164533.171035704
1648,127803.36145745862
1649,126893.05375039428
1650,119462.14005188429
1651,118871.20816668255
1652,101875.23727470412
1653,100183.54144432905
1654,139794.51870052316
1655,138888.59698928546
1656,137578.30482507858
1657,140561.14951657402
1658,140466.97814136863
1659,119956.24608678673
1660,147382.7003386402
1661,391399.42082139855
1662,367089.92058659456
1663,346621.7725688222
1664,445311.9274184932
1665,309112.681711631
1666,315991.11049974145
1667,321861.88512591366
1668,326892.96475216735
1669,311574.9371054154
1670,334564.8325349764
1671,286668.5032054968
1672,392546.5513532868
1673,316069.9167404154
1674,279681.4487158864
1675,208725.52662513094
1676,211450.55337440973
1677,234780.5006042551
1678,422777.43599094363
1679,346762.5879363987
1680,305875.1798518842
1681,256656.46510265477
1682,316984.1480179565
1683,212631.22661012533
1684,184949.83413718987
1685,169612.0901156522
1686,168099.13371376653
1687,182835.50785977778
1688,194777.56277123734
1689,194829.19416794303
1690,201110.3729579937
1691,195148.94755065424
1692,250187.58883776327
1693,180886.1371612382
1694,182586.9212267197
1695,184602.3149303372
1696,279516.6564226512
1697,185037.8269730068
1698,339776.7586090191
1699,312087.2370919517
1700,258544.77910692227
1701,278966.7847488227
1702,228019.48772466005
1703,237678.73157138942
1704,269602.6488915057
1705,238304.24680656887
1706,331877.41398065153
1707,208863.50585294014
1708,204894.82024285983
1709,262438.03780784376
1710,217095.39534218016
1711,263869.0081411241
1712,257448.27613079306
1713,257227.17440575818
1714,215310.31104091578
1715,204256.9467198402
1716,177214.18104978735
1717,185592.7452900192
1718,134623.51546447154
1719,204116.96940557222
1720,231387.17769286537
1721,172070.9724170123
1722,117740.17894599662
1723,153624.02056942438
1724,215537.69549035825
1725,236839.43732720986
1726,173986.57176215574
1727,143683.68893357614
1728,182401.15702544514
1729,170254.98563960096
1730,156004.0657969553
1731,121222.20707461248
1732,118365.89221940041
1733,112103.52432786582
1734,120307.66593715768
1735,118999.86110457625
1736,101902.17047420877
1737,299231.5914845427
1738,250111.68680529264
1739,242884.9947939461
1740,200672.33810554174
1741,178713.36117670324
1742,158202.9365801153
1743,175567.15088964725
1744,268506.2320478421
1745,219057.18752764503
1746,215045.0954357252
1747,200748.91790578593
1748,206305.08006348755
1749,141420.44151069355
1750,130590.54793972247
1751,234848.5519964257
1752,108204.39949431577
1753,144074.27638094928
1754,203098.92218667894
1755,163826.54309888193
1756,121437.07181908874
1757,102217.43859193643
1758,142992.30341980758
1759,157057.5652554717
1760,164151.30715258417
1761,155719.205877379
1762,157356.08243183172
1763,170515.17327028816
1764,109552.71510817179
1765,154530.31359872833
1766,186069.572499982
1767,215292.06711201844
1768,128612.57607187207
1769,169823.41953662565
1770,151761.4765202028
1771,130160.03547214056
1772,121802.53729556607
1773,118996.8222404861
1774,138028.0421977035
1775,137279.17739097108
1776,122998.91314123925
1777,101975.08519985976
1778,131202.173885243
1779,115619.86464007293
1780,170806.18595303642
1781,114094.63097758644
1782,77472.37803459725
1783,141822.15267022947
1784,99742.35253472335
1785,107867.05025779158
1786,143251.95797780165
1787,160507.19932157526
1788,53951.52944751666
1789,102487.88293166902
1790,87292.73224172198
1791,180618.1762958545
1792,145135.3589956215
1793,151302.45324686696
1794,151147.94668327333
1795,121112.95199368532
1796,122226.83238106903
1797,128222.17032072232
1798,124266.2893317177
1799,101664.2828863121
1800,133830.75842149326
1801,111104.92104067924
1802,143154.5068887945
1803,151280.24732082695
1804,116586.21010681688
1805,139038.54303032806
1806,126060.3830472928
1807,145052.29110948008
1808,127996.28347872294
1809,108291.95266772665
1810,127783.31827084185
1811,72510.88069958128
1812,94444.07833460892
1813,109736.62202691338
1814,86629.16712455232
1815,53589.1878725154
1816,88747.42719385304
1817,106121.25852762397
1818,123252.14809318117
1819,131427.54545992237
1820,73460.18176730526
1821,109617.85225396493
1822,151427.01761350076
1823,61765.59886254281
1824,138897.23527232074
1825,136242.10752295807
1826,100506.32503499488
1827,103048.4366445714
1828,121952.7177662226
1829,142630.2139852795
1830,135363.54525832075
1831,151319.63813696557
1832,104301.7647486123
1833,139743.40862979327
1834,126450.80475224527
1835,109551.49030849108
1836,113551.4687937808
1837,87882.87107957325
1838,103587.83400943218
1839,91095.35237565624
1840,132728.37907769607
1841,128260.48204686063
1842,114313.56307459211
1843,127825.43990345969
1844,143293.8933338023
1845,146232.11428221327
1846,150426.3704132883
1847,162778.34390018953
1848,55180.67771577595
1849,123511.90838852107
1850,114327.61646159971
1851,131670.5750567306
1852,122054.41760030655
1853,114898.5343858159
1854,165539.93673283787
1855,157332.3876177592
1856,228479.25537211914
1857,152506.29248293221
1858,131643.688833234
1859,129562.32348553257
1860,146594.16253095464
1861,129088.15981325775
1862,316071.2819228351
1863,302695.9177689072
1864,302711.5678338918
1865,294221.7419917814
1866,287862.84425788355
1867,229091.85769365192
1868,270057.21284300485
1869,206927.4252081144
1870,229123.78945132694
1871,231338.15919085854
1872,174678.90713331068
1873,237394.83387395382
1874,142120.302394438
1875,196820.48229732862
1876,200011.7170536264
1877,210023.85929445925
1878,203213.98965095784
1879,128495.85237530727
1880,133431.20688478433
1881,234303.52240633254
1882,244299.26412855828
1883,184717.65647572023
1884,199056.29533286399
1885,215564.68534526043
1886,255065.9647614471
1887,218368.03058982873
1888,265606.2402979717
1889,175294.5056854806
1890,113020.56911319908
1891,119416.59771449862
1892,89856.92162727412
1893,126713.96340185613
1894,117077.41126680432
1895,131519.99558104118
1896,121447.2183130367
1897,120206.95712962133
1898,118313.54652014404
1899,170894.00294298964
1900,173083.47366618935
1901,175825.737777451
1902,159965.69364069897
1903,226008.72891299243
1904,154222.91435875493
1905,200686.9868851823
1906,180762.94227188136
1907,213260.45936921562
1908,111048.18488326545
1909,132373.6749014022
1910,118062.04563951495
1911,242095.48340216768
1912,309550.8562198804
1913,167044.32327767552
1914,72143.75914537364
1915,264032.43234436645
1916,60869.0127609432
1917,247123.8004071978
1918,143894.56833932904
1919,179719.35574676667
1920,149420.18589376472
1921,315967.84337608906
1922,279138.83092340257
1923,221459.70106910274
1924,238300.85725601448
1925,211842.14106178397
1926,316009.866273635
1927,118317.57412661574
1928,159030.35368087038
1929,106623.47009719696
1930,131934.68616139176
1931,138745.9654757591
1932,133106.22632864217
1933,148824.53474404212
1934,175373.11228706676
1935,176960.23311061633
1936,174765.04392981416
1937,186049.88142022246
1938,159300.69898708738
1939,277696.7568817664
1940,217755.5572783481
1941,170914.37232689298
1942,170291.93342567276
1943,229557.27909263378
1944,331078.4089023144
1945,362960.96939801367
1946,172521.28244056943
1947,270370.24629583606
1948,165865.2142398623
1949,206490.79184839336
1950,181674.0028710881
1951,242036.6421789141
1952,205741.899896421
1953,175141.88129836542
1954,186807.33136821372
1955,125058.89454536223
1956,276744.10524780146
1957,152321.1443815941
1958,270988.0708620007
1959,133782.7509015633
1960,95068.43744602407
1961,119728.98839614677
1962,97214.88165666087
1963,105557.92052224698
1964,97682.60270948664
1965,133300.5996730122
1966,133895.0183353335
1967,314403.5033251584
1968,372694.4827836854
1969,346714.0059519015
1970,382346.90460732067
1971,414830.48263588594
1972,361563.9199445408
1973,298505.34199068975
1974,330137.7073113061
1975,411151.70810735313
1976,303177.48844173184
1977,344602.99398431275
1978,327505.5242366856
1979,311565.83770311537
1980,174477.63268747297
1981,322979.38581355405
1982,239603.69230843324
1983,222108.13316567897
1984,199235.26474534452
1985,218964.11809024643
1986,209238.87968957357
1987,194509.32480962944
1988,171551.19472802724
1989,196718.70176082186
1990,211472.6783927033
1991,249332.44165100766
1992,207820.19145852068
1993,178724.7531576655
1994,224426.49938637885
1995,188270.05985232344
1996,273460.9775922236
1997,307758.2624425196
1998,296866.24645635387
1999,286668.5032011795
2000,305633.03457865067
2001,283626.5945690173
2002,244806.74165834984
2003,254891.5889256938
